web-scraper-order,web-scraper-start-url,review_link,review_link-href,author,message,title,coord
"1711210312-347","https://yandex.ru/maps/org/krasnoarmeyskaya_7/205927121564/","Отзывы","https://yandex.ru/maps/org/krasnoarmeyskaya_7/205927121564/reviews/","Илья Трифонов","Ценники просто аховые, маленькая придомовая территория и парковочные места по пол ляма","Красноармейская, 7","40.927780,57.774998"
"1711210312-348","https://yandex.ru/maps/org/krasnoarmeyskaya_7/205927121564/","Отзывы","https://yandex.ru/maps/org/krasnoarmeyskaya_7/205927121564/reviews/","Алексей Швылев","Хорошее, большое, качественное жильё, но очень дорогие метры. Очень дорого","Красноармейская, 7","40.927780,57.774998"
"1711210312-349","https://yandex.ru/maps/org/krasnoarmeyskaya_7/205927121564/","Отзывы","https://yandex.ru/maps/org/krasnoarmeyskaya_7/205927121564/reviews/","D41","Там мой друк живёт скатина багатая возят иво на мерседесе в школу а я должен иички марозить","Красноармейская, 7","40.927780,57.774998"
"1711210312-350","https://yandex.ru/maps/org/krasnoarmeyskaya_7/205927121564/","Отзывы","https://yandex.ru/maps/org/krasnoarmeyskaya_7/205927121564/reviews/","Т","Чисто! Своя территория!","Красноармейская, 7","40.927780,57.774998"
"1711210312-351","https://yandex.ru/maps/org/krasnoarmeyskaya_7/205927121564/","Отзывы","https://yandex.ru/maps/org/krasnoarmeyskaya_7/205927121564/reviews/","Вася Захватов","Класный дом","Красноармейская, 7","40.927780,57.774998"
"1711210320-352","https://yandex.ru/maps/org/na_pokrovke/96644757560/","Отзывы","https://yandex.ru/maps/org/na_pokrovke/96644757560/reviews/","North","Маленькая дворовая территория.","На Покровке","40.945004,57.766376"
"1711210320-353","https://yandex.ru/maps/org/na_pokrovke/96644757560/","Отзывы","https://yandex.ru/maps/org/na_pokrovke/96644757560/reviews/","Ирина Соколова","Красивая архитектура, удобное расположение, чистая территория и подъезды","На Покровке","40.945004,57.766376"
"1711210320-354","https://yandex.ru/maps/org/na_pokrovke/96644757560/","Отзывы","https://yandex.ru/maps/org/na_pokrovke/96644757560/reviews/","Екатерина Т","Чистые подъезды,красивый двор,освещение,уборка двора.","На Покровке","40.945004,57.766376"
"1711210320-355","https://yandex.ru/maps/org/na_pokrovke/96644757560/","Отзывы","https://yandex.ru/maps/org/na_pokrovke/96644757560/reviews/","Ирина Лапина","Красиво. Чисто. Но на углу","На Покровке","40.945004,57.766376"
"1711210320-356","https://yandex.ru/maps/org/na_pokrovke/96644757560/","Отзывы","https://yandex.ru/maps/org/na_pokrovke/96644757560/reviews/","Дмитрий Новиков","Я его построил. Считаю, что это один из лучших домов города.","На Покровке","40.945004,57.766376"
"1711210329-357","https://yandex.ru/maps/org/leninskiy/70745117980/","Отзывы","https://yandex.ru/maps/org/leninskiy/70745117980/reviews/","Ирина Si.","Отличное местоположение, подъезды с ул. Ленина, 5 Рабочей. Рядом 2 школа, бассейн, садики, техникум, берендеевка парк. Стройку можно посмотреть на сайте строй.компании. дома выше 3 этажа можно не боясь покупать, так как всё стадии от проекта до окончания стройки проходят проверки и тех.надзор.
Почитала отзывы и решила добавииь ещё:
1. Район только начал обустраиваться, все трущебы в ближайшем будущем будут снесены и весь квартал застроят новостроем
2. Когда квартал ""раскрутят"" ценик здорово поднимется
3. Сейчас нкт ограждения так как впереди стройка 2 очереди, построят, забор и парковки будут
4. Все дома, кроме панельных, ""худые"", когды мы в 80х  заезжали в свои новостройки, снимали первичную штукатурку, утепляли швы и заново штукатурили. Вы ещё каркасные дома не видели, где стены являются только ограждающей конструкцией. 
Ну и на последок, не нравится, продайте, купите что то другое.","Ленинский","40.940030,57.788068"
"1711210329-358","https://yandex.ru/maps/org/leninskiy/70745117980/","Отзывы","https://yandex.ru/maps/org/leninskiy/70745117980/reviews/","camycb","Втыкают многоэтажки туда, где им не место. Дорогу заузили, поставят забор, будет ещё и ходить не удобно","Ленинский","40.940030,57.788068"
"1711210329-359","https://yandex.ru/maps/org/leninskiy/70745117980/","Отзывы","https://yandex.ru/maps/org/leninskiy/70745117980/reviews/","Алекс Га","Ничего хорошего, огороженной территории нет! Проходной двор! На детской площадке свора детей-дикарей с ближайших трущёб! Парковочных мест мало! Канализация наружу прёт через колодцы! Местные алкаши сквозь двор прутся в магазин, 24 часа который работает.. 
Сам дом, как фантик от конфеты! Но с не вкусной начинкой!","Ленинский","40.940030,57.788068"
"1711210329-360","https://yandex.ru/maps/org/leninskiy/70745117980/","Отзывы","https://yandex.ru/maps/org/leninskiy/70745117980/reviews/","Павел СЛ","Очередная девятиэтажка без нормально двора и парковки. Бонусом к проживанию будут деревянные бараки под окнами и общага техникума. Ну и конечно, как можно забыть о магазинчике в лучшем духе конца 80-х, начала 90-х пряма напротив выхода из подъезда. 
В общем, всё в лучшем духе многоэтажной застройки, чтоб водители грызлись друг с другом за места под массовый вой родителей, у которых дети играют на детской площадке в метре от и без того загруженной парковки. Хотели жить как в мегаполисе - получайте)","Ленинский","40.940030,57.788068"
"1711210329-361","https://yandex.ru/maps/org/leninskiy/70745117980/","Отзывы","https://yandex.ru/maps/org/leninskiy/70745117980/reviews/","Николай Смирнов","Отвратительно построенный дом! Весь худой! Промерзают углы! При вскрытии окозалось что там нет даже раствора!","Ленинский","40.940030,57.788068"
"1711210329-362","https://yandex.ru/maps/org/leninskiy/70745117980/","Отзывы","https://yandex.ru/maps/org/leninskiy/70745117980/reviews/","Дина Белкова","Парковки у дома практически нет! Это дом еще не заселен","Ленинский","40.940030,57.788068"
"1711210329-363","https://yandex.ru/maps/org/leninskiy/70745117980/","Отзывы","https://yandex.ru/maps/org/leninskiy/70745117980/reviews/","Александр","Хороший проект для города!","Ленинский","40.940030,57.788068"
"1711210329-364","https://yandex.ru/maps/org/leninskiy/70745117980/","Отзывы","https://yandex.ru/maps/org/leninskiy/70745117980/reviews/","Даниил","Хорошая красивая ноуостройка","Ленинский","40.940030,57.788068"
"1711210329-365","https://yandex.ru/maps/org/leninskiy/70745117980/","Отзывы","https://yandex.ru/maps/org/leninskiy/70745117980/reviews/","сергей розов","Здание находится возле Политеха. Красивое, из красного кирпича.","Ленинский","40.940030,57.788068"
"1711210329-366","https://yandex.ru/maps/org/leninskiy/70745117980/","Отзывы","https://yandex.ru/maps/org/leninskiy/70745117980/reviews/","Елена Репина","Быстро строиться","Ленинский","40.940030,57.788068"
"1711210342-367","https://yandex.ru/maps/org/na_ul_severnoy_pravdy_36/79909295359/","Отзывы","https://yandex.ru/maps/org/na_ul_severnoy_pravdy_36/79909295359/reviews/","Наталья Виноградова","Дом строился на глазах. Делали большую подсыпку, так как в том месте был обрыв. Сейчас стоит жилой комплекс с закрытой территорией, детской площадкой. Есть несколько парковочных мест, но к сожалению из не много. Думаю на всех не хватает.","На ул. Северной Правды, 36","40.972610,57.752712"
"1711210342-368","https://yandex.ru/maps/org/na_ul_severnoy_pravdy_36/79909295359/","Отзывы","https://yandex.ru/maps/org/na_ul_severnoy_pravdy_36/79909295359/reviews/","Нина Ветрова","Красивый уютный дом .Есть небольшие  недочёты,как в любой новостройке,но всё можно устранить.Очень удобное расположение :кругом магазины,дорога, частная клиника.","На ул. Северной Правды, 36","40.972610,57.752712"
"1711210342-369","https://yandex.ru/maps/org/na_ul_severnoy_pravdy_36/79909295359/","Отзывы","https://yandex.ru/maps/org/na_ul_severnoy_pravdy_36/79909295359/reviews/","Роман Коновалов","Хорошее местоположение, все близко","На ул. Северной Правды, 36","40.972610,57.752712"
"1711210342-370","https://yandex.ru/maps/org/na_ul_severnoy_pravdy_36/79909295359/","Отзывы","https://yandex.ru/maps/org/na_ul_severnoy_pravdy_36/79909295359/reviews/","Александр","Дом рядом с остановкой. В ста метрах детский сад и торговый центр,, Правда "". Очень удобное расположение.","На ул. Северной Правды, 36","40.972610,57.752712"
"1711210342-371","https://yandex.ru/maps/org/na_ul_severnoy_pravdy_36/79909295359/","Отзывы","https://yandex.ru/maps/org/na_ul_severnoy_pravdy_36/79909295359/reviews/","Lev Malyshev","Лучшее что я видел по этому адресу.","На ул. Северной Правды, 36","40.972610,57.752712"
"1711210342-372","https://yandex.ru/maps/org/na_ul_severnoy_pravdy_36/79909295359/","Отзывы","https://yandex.ru/maps/org/na_ul_severnoy_pravdy_36/79909295359/reviews/","Андрей У.","Дворовая территория очень маленькая","На ул. Северной Правды, 36","40.972610,57.752712"
"1711210342-373","https://yandex.ru/maps/org/na_ul_severnoy_pravdy_36/79909295359/","Отзывы","https://yandex.ru/maps/org/na_ul_severnoy_pravdy_36/79909295359/reviews/","Белка Л.","Квартиры просторные,все добротно построено.","На ул. Северной Правды, 36","40.972610,57.752712"
"1711210350-374","https://yandex.ru/maps/org/proyezd_kineshemskiy_1_y_20/104459126487/","Отзывы","https://yandex.ru/maps/org/proyezd_kineshemskiy_1_y_20/104459126487/reviews/","Людмила К","Удобная планировка здания, двор огорожен, планировка квартир тоже понравилась.","Проезд Кинешемский 1-й, 20","40.993198,57.748070"
"1711210350-375","https://yandex.ru/maps/org/proyezd_kineshemskiy_1_y_20/104459126487/","Отзывы","https://yandex.ru/maps/org/proyezd_kineshemskiy_1_y_20/104459126487/reviews/","НАТКА","Очень красивое здание. Недавно построено просто прелесть
Очень хотели бы жить там","Проезд Кинешемский 1-й, 20","40.993198,57.748070"
"1711210359-376","https://yandex.ru/maps/org/universitet/93517428637/","Отзывы","https://yandex.ru/maps/org/universitet/93517428637/reviews/","Олег","Места будто нет в Костроме для строительства. Выпилили березовую рощу для постройки этого монстра. Стены будут упираться в окна соседних домов. Вместо фундамента бетонная площадка.","Университет","40.916943,57.737957"
"1711210359-377","https://yandex.ru/maps/org/universitet/93517428637/","Отзывы","https://yandex.ru/maps/org/universitet/93517428637/reviews/","Alexander","Еще не построили. Но надеемся будет хороший комплекс.","Университет","40.916943,57.737957"
"1711210359-378","https://yandex.ru/maps/org/universitet/93517428637/","Отзывы","https://yandex.ru/maps/org/universitet/93517428637/reviews/","A R","Строят против желания жителей соседних домов. Во дворе и так тесно. Но бабло побеждает.","Университет","40.916943,57.737957"
"1711210368-379","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","Сергей Сосновских","Ужас,во дворе парковка для инвалидов вся занята обычными гражданами,на детскую площадку нет возможности заехать с коляской детской,во дворе у подъезда нет ни одной скамейки что бы отдохнуть","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-380","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","Оксана","Качественно построен дом данной организацией, всё под рукой, не хватает продуктового магазина и ремонта обуви, ателье","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-381","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","Корнякова Мария","Живу 3 год . Всё прекрасно.","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-382","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","Дмитрий .","Прямо напротив моего дома построили, жильцы заезжают, на вид довольные","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-383","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","захар","В принципе комплекс не плохой но очень мало парковочных мест приходится оставлять машину на дороге","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-384","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","Juriy S.","Вид с 9-го этажа закачаешься!","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-385","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","Правдоруб","Откройте в доме хороший продуктовый магазин пожалуйста, он нам необходим","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-386","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","Андрей У.","Большой дом с очень маленькой парковкой. Зимой вообще машину не поставить, зачем так строить","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-387","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","solovei44","Хороший дом, удобная парковка. Но нет мусорки","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-388","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","Viktor","Супер,смотрится очень даже неплохо)))","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-389","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","Владимир 777","Еще не достроили.но место супер если достроят будет хороший жк","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-390","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","Илья Макаров","Классный","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-391","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","Владимир Соловьев","Нормально","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-392","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","Федор Н.","Всё рядом.","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-393","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","Алексей Иванов","Ещё не достроен","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-394","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","НАТКА","это просто круто","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-395","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","И. Б.","Какое мнение должно быть о стройке огороженной?","На ул. Димитрова, 15","40.992729,57.748760"
"1711210368-396","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/","Отзывы","https://yandex.ru/maps/org/na_ul_dimitrova_15/164012079169/reviews/","Monster-High Q.","пока только картинка","На ул. Димитрова, 15","40.992729,57.748760"
"1711210377-397","https://yandex.ru/maps/org/romanovskiy/158754838363/","Отзывы","https://yandex.ru/maps/org/romanovskiy/158754838363/reviews/","Илья А. Побережский","Оригинальный жилой комплекс на берегу Волги. Дома не выше трёх этажей удобной и приятной глазу архитектуры. Внутри - большое количество парковок, лавочки у подъездов. Мало деревьев и почти нет тени для жаркого времени года. Нет детских площадок, но, возможно , появятся, пока мамочки сидят у подъездов. Пляж в 50 метрах. Но деревья во дворах очень нужны.","Романовский","40.935734,57.759544"
"1711210377-398","https://yandex.ru/maps/org/romanovskiy/158754838363/","Отзывы","https://yandex.ru/maps/org/romanovskiy/158754838363/reviews/","Вадим Сотиев","Топовые дома . Просто кайф, покупайте , здесь очень хорошо жить всем советую. Удачи всем.","Романовский","40.935734,57.759544"
"1711210377-399","https://yandex.ru/maps/org/romanovskiy/158754838363/","Отзывы","https://yandex.ru/maps/org/romanovskiy/158754838363/reviews/","Вера С.","Красивый комплекс прям на набережной в центре, недавно снимали там номер, все понравилось.","Романовский","40.935734,57.759544"
"1711210377-400","https://yandex.ru/maps/org/romanovskiy/158754838363/","Отзывы","https://yandex.ru/maps/org/romanovskiy/158754838363/reviews/","Игорь черин","Удобно расположен. 
Рядом Волга, центр города в шаговой доступности.","Романовский","40.935734,57.759544"
"1711210377-401","https://yandex.ru/maps/org/romanovskiy/158754838363/","Отзывы","https://yandex.ru/maps/org/romanovskiy/158754838363/reviews/","Екатерина","Прекрасный ЖК с живописным видом на Волгу. Удачное расположение-много достопримечательностей в шаговой доступности .","Романовский","40.935734,57.759544"
"1711210377-402","https://yandex.ru/maps/org/romanovskiy/158754838363/","Отзывы","https://yandex.ru/maps/org/romanovskiy/158754838363/reviews/","Ирина Si.","Мажорный комплекс)))))) Окна, которые выходят во двор......грустно, но тихо. Окна, которые выходят на р. Волга....красиво, но грязно, пыльно и шумно. Окна, которые выходят на ул. Нижняя Дебря.....шумно, пыльно и красиво. По периметру забор, во дворы постороннему, заехать проблематично. Остановки далеко, инфраструктура, тоже как-то далековато расположена. Одним словом, к ЖК двоякое отношение.","Романовский","40.935734,57.759544"
"1711210377-403","https://yandex.ru/maps/org/romanovskiy/158754838363/","Отзывы","https://yandex.ru/maps/org/romanovskiy/158754838363/reviews/","Ирина Розенберг","Еще не все сдано, а вид уже облезлый и неряшливый.  Не украсил ни разу лицо города. А одностороннее движение с двух сторон создаст проблемы когда этот комплекс полностью заселится.","Романовский","40.935734,57.759544"
"1711210377-404","https://yandex.ru/maps/org/romanovskiy/158754838363/","Отзывы","https://yandex.ru/maps/org/romanovskiy/158754838363/reviews/","Михаил Куликов.","Отличный комплекс! Хорошее дома!","Романовский","40.935734,57.759544"
"1711210377-405","https://yandex.ru/maps/org/romanovskiy/158754838363/","Отзывы","https://yandex.ru/maps/org/romanovskiy/158754838363/reviews/","иванов иванов","Очень романтичное местечко.","Романовский","40.935734,57.759544"
"1711210377-406","https://yandex.ru/maps/org/romanovskiy/158754838363/","Отзывы","https://yandex.ru/maps/org/romanovskiy/158754838363/reviews/","Rust-M","Все хорошо,если не считать затянувшее строительство двух домов и отсутствие полного ограждения по периметру жилого комплекса.","Романовский","40.935734,57.759544"
"1711210377-407","https://yandex.ru/maps/org/romanovskiy/158754838363/","Отзывы","https://yandex.ru/maps/org/romanovskiy/158754838363/reviews/","Артем Клименков","Супер","Романовский","40.935734,57.759544"
"1711210377-408","https://yandex.ru/maps/org/romanovskiy/158754838363/","Отзывы","https://yandex.ru/maps/org/romanovskiy/158754838363/reviews/","Андрей","Дороги нет, солнце загараживает","Романовский","40.935734,57.759544"
"1711210377-409","https://yandex.ru/maps/org/romanovskiy/158754838363/","Отзывы","https://yandex.ru/maps/org/romanovskiy/158754838363/reviews/","Анонимный отзыв","бедные обманутые дольщики","Романовский","40.935734,57.759544"
"1711210377-410","https://yandex.ru/maps/org/romanovskiy/158754838363/","Отзывы","https://yandex.ru/maps/org/romanovskiy/158754838363/reviews/","Ирина Кудрявцева","Прекрасный микрорайон","Романовский","40.935734,57.759544"
"1711210377-411","https://yandex.ru/maps/org/romanovskiy/158754838363/","Отзывы","https://yandex.ru/maps/org/romanovskiy/158754838363/reviews/","Катерина Курмашева","Стройка, закрытый комплекс","Романовский","40.935734,57.759544"
"1711210384-412","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/","Отзывы","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/reviews/","Владислав Сотников","Хороший жилой комплекс. Спальный район, практически всегда тихо. Удобная парковка,рядом есть детский сад,школы,аптеки, продуктовые магазины. Но цены на квартиры чересчур 📈.","По ул. Галичской","40.948811,57.775036"
"1711210384-413","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/","Отзывы","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/reviews/","Victoria C.","Новый дом, в котором только однокомнатные и двухкомнатные квартиры с автономным отоплением. Большой лифт с зеркалом и музыкой. Недалеко остановки транспорта. Много магазинов рядом, Калиновский рынок и Цирк. Близко расположена детская поликлиника, сбербанк. А так же в шаговой доступности парк Берендеевка и центр города.","По ул. Галичской","40.948811,57.775036"
"1711210384-414","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/","Отзывы","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/reviews/","Елена Белова","Являюсь жителем этого дома. Очень беспокоит заброшенная площадка во дворе дома. Уже скорее бы решилась судьба этого участка. По моему мнению там можно дать разрешение на небольшую 3 этажную постройку типа детского клуба, спортивной школы или танцевальной, только не жилого дома. Уже разрушается ограждение между домом и участком","По ул. Галичской","40.948811,57.775036"
"1711210384-415","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/","Отзывы","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/reviews/","Инкогнито 8758","Очень хорошая слышимость между квартирами, проблема с парковками!!! Жильцы дома злые и не приветливые!","По ул. Галичской","40.948811,57.775036"
"1711210384-416","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/","Отзывы","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/reviews/","Анонимный отзыв","О чём рассказать, если дом должен был сдан в марте 2019,сейчас июль 2020-четыре этажа.","По ул. Галичской","40.948811,57.775036"
"1711210384-417","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/","Отзывы","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/reviews/","Georg A.","Дом-призрак, на карте он есть, рендер-модель есть, а по факту мертвый, не законсервированный недострой.","По ул. Галичской","40.948811,57.775036"
"1711210384-418","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/","Отзывы","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/reviews/","Андрей","Эт который заморожен? А средства вкладчиков украдены?","По ул. Галичской","40.948811,57.775036"
"1711210384-419","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/","Отзывы","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/reviews/","Сергей В.","Расположение удобное, есть АОГВ. НО! Очевидно превращается в долгострой из-за проблем у застройщика.","По ул. Галичской","40.948811,57.775036"
"1711210384-420","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/","Отзывы","https://yandex.ru/maps/org/po_ul_galichskoy/173231319871/reviews/","Ольга Климова","Не зацепил","По ул. Галичской","40.948811,57.775036"
"1711210392-421","https://yandex.ru/maps/org/ul_novoselskaya_61/109712988891/","Отзывы","https://yandex.ru/maps/org/ul_novoselskaya_61/109712988891/reviews/","михаил жеребцов","Так себе дом. Холодный, построен с нарушениями. Я бы сказал из.... И палок.... Зато цену ломят как за элитное жильё.","Ул. Новосельская, 61","40.946686,57.791065"
"1711210392-422","https://yandex.ru/maps/org/ul_novoselskaya_61/109712988891/","Отзывы","https://yandex.ru/maps/org/ul_novoselskaya_61/109712988891/reviews/","Никита","Долго строится","Ул. Новосельская, 61","40.946686,57.791065"
"1711210401-423","https://yandex.ru/maps/org/po_ul_simanovskogo_71/77395556056/","Отзывы","https://yandex.ru/maps/org/po_ul_simanovskogo_71/77395556056/reviews/","Ирина Si.","Красивенький. Местоположение очень хорошее, недалеко от центральной части. Рядом с дорогой, но район не очень шумный. Хорошая транспортная развязка. Недалеко ТЦ Галерея, АЗС, магазины, остановки, администрации.","По ул. Симановского, 71","40.915024,57.778355"
"1711210401-424","https://yandex.ru/maps/org/po_ul_simanovskogo_71/77395556056/","Отзывы","https://yandex.ru/maps/org/po_ul_simanovskogo_71/77395556056/reviews/","Kostroma furshet","Новый дом, есть парковка, закрытая территория, охраняемая","По ул. Симановского, 71","40.915024,57.778355"
"1711210401-425","https://yandex.ru/maps/org/po_ul_simanovskogo_71/77395556056/","Отзывы","https://yandex.ru/maps/org/po_ul_simanovskogo_71/77395556056/reviews/","Денис В.","На картинке выглядит лучше чем в реальности))","По ул. Симановского, 71","40.915024,57.778355"
"1711210401-426","https://yandex.ru/maps/org/po_ul_simanovskogo_71/77395556056/","Отзывы","https://yandex.ru/maps/org/po_ul_simanovskogo_71/77395556056/reviews/","Мельникова","Аккуратный жилой дом","По ул. Симановского, 71","40.915024,57.778355"
"1711210410-427","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/","Отзывы","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/reviews/","Игорь Медведев","Расположение домов хорошее. Только когда идёт сильный ливень сильно вымывает дорогу. Что только не делали, ну ни чего не помогает.
А вообщем красиво, светло и парковки сколько угодно. Да и детский садик и школа совсем рядом. Красота! Про цену - не знаю. Но с завистью смотрю из своих окон частенько.","По ул. Экскаваторщиков, 54","40.919086,57.745327"
"1711210410-428","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/","Отзывы","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/reviews/","Нина М.","Замечательный район,всё рядом,магазины,транспорт,Волга и спокойный и тихий.","По ул. Экскаваторщиков, 54","40.919086,57.745327"
"1711210410-429","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/","Отзывы","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/reviews/","kos86","Всю жизнь живу за Волгой и только сейчас узнал, что есть такая улица. Дороги нет, во двор в гости не попасть, шлагбаум.","По ул. Экскаваторщиков, 54","40.919086,57.745327"
"1711210410-430","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/","Отзывы","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/reviews/","Александр Кычанов","Детская площадка вся заросшая, красивые цветы посажены только около дома. Вот бы было также красиво как на фото","По ул. Экскаваторщиков, 54","40.919086,57.745327"
"1711210410-431","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/","Отзывы","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/reviews/","Анна Валерьевна Седова","Тихий, уютный район. Отличная инфраструктура.","По ул. Экскаваторщиков, 54","40.919086,57.745327"
"1711210410-432","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/","Отзывы","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/reviews/","Игорь Ш.","Дом удобно расположен в Заволжском районе, рядоц садик школа, продуктовые и промышленные магазины, автобусная транспортная сеть не далеко, Тихое, спокойное место.","По ул. Экскаваторщиков, 54","40.919086,57.745327"
"1711210410-433","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/","Отзывы","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/reviews/","Буся Бабуся","Детская площядка вобще треш, какие то железные перкладины и лесенки с кольцами -это не детская площадка ,а площадка для тренировки собак.Песочница вся заросла травой.","По ул. Экскаваторщиков, 54","40.919086,57.745327"
"1711210410-434","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/","Отзывы","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/reviews/","dobroded1962 Серёга.","Рядом со мной. Все тоже самое, что и в новом городе.","По ул. Экскаваторщиков, 54","40.919086,57.745327"
"1711210410-435","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/","Отзывы","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/reviews/","Любовь Захарова","Я в этом доме живу 😘","По ул. Экскаваторщиков, 54","40.919086,57.745327"
"1711210410-436","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/","Отзывы","https://yandex.ru/maps/org/po_ul_ekskavatorshchikov_54/156947929803/reviews/","Сергей Герасимов","Красивые дома.","По ул. Экскаваторщиков, 54","40.919086,57.745327"
